--------- beginning of kernel
06-12 16:33:40.389 E/[ 6295.741928@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457966/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.741946@1]  selinux(    0):  
06-12 16:33:40.389 E/[ 6295.745638@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457968/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.745654@1]  selinux(    0):  
06-12 16:33:40.565 D/[ 6295.919357@3]  logd(    0): logdr: UID=0 GID=0 PID=8154 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 16:33:40.571 D/[ 6295.928255@1]  logd(    0): Skipping 4294967295 entries from slow reader, pid 8154, from LogBuffer::kickMe()
--------- beginning of crash
06-12 16:33:40.707 F/linker  ( 8164): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:38:13.172 I/appium  ( 9760): FindElement command
06-12 16:38:13.175 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']'
06-12 16:38:13.176 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:38:13.178 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:38:13.190 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.251 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6544, expected nextSeqNum = 6544
06-12 16:38:13.252 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6544,should SeqNum=6544, status = 0
06-12 16:38:13.262 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']' XPath2 query
06-12 16:38:13.267 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:38:13.290 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.391 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.403 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:38:13.491 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.543 D/JioAppOptimizer( 1699): AppOptimizerService :: handleMessage()
06-12 16:38:13.546 D/JioAppOptimizer( 1699): AppOptimizerService :: handleMessage() : Foreground Package=in.startv.hotstar
06-12 16:38:13.546 D/JioAppOptimizer( 1699): AppOptimizerService :: handleMessage() : Free memory available in MB : 493.24609375
06-12 16:38:13.546 D/JioAppOptimizer( 1699): AppOptimizerService :: handleMessage() : checkAndRemoveBackgroundApps()
06-12 16:38:13.546 D/JioAppOptimizer( 1699): AppOptimizerService :: checkAndRemoveBackgroundApps()
06-12 16:38:13.591 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.612 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 60
06-12 16:38:13.612 D/stbresmgr(  405): STB_RESNumTuners[315]: num_tuners: 3
06-12 16:38:13.612 E/dvb_iptv(  405): IPTV_GetDvbIpPacketDetails[684]: No valid ECM iptv_handle
06-12 16:38:13.612 D/dvb_iptv(  405): IPTV_GetDvbIpPacketDetails[688]: EMM Pkt stat received_packets:0 lost_packets:0 recov_packets:0 
06-12 16:38:13.612 D/dvb_iptv(  405): getPktDetailOnRetry[710]: Failed to fetch packet details
06-12 16:38:13.612 D/dvb_iptv(  405): ReadEmmNetworkTask[1582]: signal emm restart thread
06-12 16:38:13.612 D/dvb_iptv(  405): IPTV_Emm_Stop[2245]: IPTV_Emm_Stop called
06-12 16:38:13.612 D/ltts_ip_emm(  405): CloseEmmCasSession[446]: EMM CAS CloseSession CASSession ID:f703ac00
06-12 16:38:13.612 I/Aml_MP  (  405): AmlVMXIptvCas_V2 dtor AmlVMXIptvCas_V2
06-12 16:38:13.612 I/Aml_MP  (  405): AmCasLibWrapper [~AmCasLibWrapper:47] 
06-12 16:38:13.612 D/am_cas_api(  405): [releaseAmCas/294]
06-12 16:38:13.612 V/AVPIPTV (  405): [0] ~AmCasIPTVSC2 at # 707, class_instance_index=0
06-12 16:38:13.612 I/Aml_MP  (  405): AmCasLibWrapper delete mCasObj
06-12 16:38:13.612 I/Aml_MP  (  405): AmlCasBase [~AmlCasBase:89] 
06-12 16:38:13.612 D/ltts_ip_emm(  405): CloseEmmCasSession[450]: Aml_MP_CAS_CloseSession_Emm | ret_Aml: 0
06-12 16:38:13.691 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.761 D/JioStbInactivityTimer(  933): Timer: count 62 warningTimeout:10680 timeout:10800
06-12 16:38:13.761 D/JioStbInactivityTimer(  933): isUserActive: Curr:6505983 Prev:6505983
06-12 16:38:13.786 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:38:13.787 I/appium  ( 9760): FindElement command
06-12 16:38:13.791 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']'
06-12 16:38:13.791 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.791 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:38:13.795 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:38:13.865 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']' XPath2 query
06-12 16:38:13.870 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:38:13.891 I/TRuntime.CctTransportBackend( 9959): Making request to: https://firebaselogging-pa.googleapis.com/v1/firelog/legacy/batchlog
06-12 16:38:13.891 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:13.962 I/.startv.hotsta( 9959): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:38:13.964 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:38:13.975 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:38:13.975 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:38:13.978 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:38:13.978 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:38:13.992 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:14.000 I/ThermalService(  986): CPU temperatures: [68.5]
06-12 16:38:14.092 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:14.112 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 1
06-12 16:38:14.113 D/stbhwnet(  405): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 16:38:14.113 D/stbhwnet(  405): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 16:38:14.113 D/stbhwnet(  405): STB_NWDropMembership[1353]: src url SSM enabled
06-12 16:38:14.114 D/stbhwnet(  405): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 16:38:14.115 D/stbhwnet(  405): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 16:38:14.115 D/stbhwnet(  405): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 16:38:14.115 D/stbhwnet(  405): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 16:38:14.115 D/stbhwnet(  405): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 16:38:14.115 D/stbhwnet(  405): STB_NWDropMembership[1353]: src url SSM enabled
06-12 16:38:14.116 D/stbhwnet(  405): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 16:38:14.116 D/stbhwnet(  405): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 16:38:14.117 D/stbhwnet(  405): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 16:38:14.117 D/stbhwnet(  405): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 16:38:14.117 D/stbhwnet(  405): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 16:38:14.117 D/stbhwnet(  405): STB_NWDropMembership[1353]: src url SSM enabled
06-12 16:38:14.118 D/stbhwnet(  405): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 16:38:14.118 D/stbhwnet(  405): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 16:38:14.118 D/stbhwnet(  405): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 16:38:14.118 D/stbhwnet(  405): STB_NWDropMembership[1331]: using IPV6 protocol in dropmembership
06-12 16:38:14.118 D/stbhwnet(  405): STB_NWDropMembership[1335]: group_address: '232.24.3.241', source_address: '10.70.220.50'
06-12 16:38:14.118 D/stbhwnet(  405): STB_NWDropMembership[1353]: src url SSM enabled
06-12 16:38:14.120 D/stbhwnet(  405): get_any_multicast_interface[1061]: Found g_nw_interface wlan0, ifindex 8
06-12 16:38:14.121 D/stbhwnet(  405): STB_NWDropMembership[1376]: sockopt_ret: 92 | Protocol not available
06-12 16:38:14.121 D/stbhwnet(  405): STB_NWDropMembership[1377]: Adding source multicast group error
06-12 16:38:14.121 E/DvbiInterface(  405): StopStartcurrentemmsession[1192]: sucessfully stop the emm session
06-12 16:38:14.192 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:14.201 I/WifiService(  632): releaseMulticastLock uid=10083
06-12 16:38:14.202 I/JTCLOG  ( 3423): JuiceModel ->  Discover Mesh ONT services started
06-12 16:38:14.203 I/WifiService(  632): acquireMulticastLock uid=10083
06-12 16:38:14.251 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 6545, expected nextSeqNum = 6545
06-12 16:38:14.252 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 6545,should SeqNum=6545, status = 0
06-12 16:38:14.292 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:14.313 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:38:14.390 I/appium  ( 9760): channel read: POST /session/fe51e66a-9516-420f-92cc-26d6da5ce22a/element
06-12 16:38:14.391 I/appium  ( 9760): FindElement command
06-12 16:38:14.392 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:38:14.393 I/appium  ( 9760): method: 'xpath', selector: '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']'
06-12 16:38:14.394 I/appium  ( 9760): Waiting up to 10000ms for the device to idle
06-12 16:38:14.396 I/appium  ( 9760): The following attributes will be included to the page source: [resource-id]
06-12 16:38:14.470 I/appium  ( 9760): Took 0ms to retrieve 0 matches for '//android.widget.TextView[@resource-id='in.startv.hotstar:id/title']' XPath2 query
06-12 16:38:14.475 I/appium  ( 9760): AppiumResponse: {"sessionId":"fe51e66a-9516-420f-92cc-26d6da5ce22a","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
